"","rate","approx_cost.for.two.people.","online_order","book_table","votes","listed_in.type.","listed_in.city.","Cuisines_Categorical","Restaurant_type"
"37719",3.8,300,"Yes","No",59,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37720",3.7,550,"Yes","No",98,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37721",3.4,300,"No","No",9,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37722",3.3,250,"No","No",6,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37723",3.6,300,"Yes","No",15,"Dine-out","Rajajinagar","Fast Food","Quick Bites"
"37724",4.2,300,"Yes","No",470,"Dine-out","Rajajinagar","Indian","Food Court"
"37725",3.7,500,"No","No",24,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37726",3.9,300,"No","No",47,"Dine-out","Rajajinagar","Asian","Quick Bites"
"37727",3.7,1000,"No","No",28,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37728",4,300,"Yes","No",58,"Dine-out","Rajajinagar","Indian","Food Court"
"37729",3.4,500,"Yes","No",37,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37730",2.9,400,"No","No",11,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37731",3.7,1400,"No","No",55,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37732",3.6,400,"No","No",14,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37733",3.7,300,"Yes","No",30,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37734",3.9,100,"No","No",46,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37735",3.7,300,"No","No",21,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37736",3.2,200,"Yes","No",37,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37737",3.2,800,"No","No",15,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37738",3,700,"No","No",21,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37739",2.9,800,"No","No",35,"Dine-out","Rajajinagar","Indian","Bar"
"37740",3.5,1000,"No","No",7,"Dine-out","Rajajinagar","Dessert","Cafe"
"37741",3.4,900,"No","No",10,"Dine-out","Rajajinagar","Fast Food","Pub"
"37742",3.2,250,"No","No",5,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37743",3.3,1500,"No","No",4,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37744",4.1,400,"Yes","No",166,"Dine-out","Rajajinagar","Bar Food","Dessert Parlor"
"37745",3.7,500,"No","No",20,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37746",3.8,400,"Yes","No",13,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37747",3.7,650,"No","No",33,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37748",3.6,300,"No","No",14,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37749",3.3,700,"No","No",6,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37750",3.3,200,"No","No",13,"Dine-out","Rajajinagar","Indian","Mess"
"37751",3.7,400,"Yes","No",100,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37752",3.2,500,"Yes","No",9,"Dine-out","Rajajinagar","Indian","Food Court"
"37753",2.9,300,"Yes","No",23,"Dine-out","Rajajinagar","Asian","Food Court"
"37754",3.3,300,"No","No",47,"Dine-out","Rajajinagar","Fast Food","Quick Bites"
"37755",3.3,1000,"No","No",8,"Dine-out","Rajajinagar","Indian","Lounge"
"37756",3.3,600,"No","No",6,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37757",3.2,450,"No","No",11,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37758",3.6,1000,"No","No",27,"Dine-out","Rajajinagar","Indian","Bar"
"37759",2.4,500,"Yes","No",71,"Dine-out","Rajajinagar","Fast Food","Food Court"
"37760",3.4,400,"No","No",5,"Dine-out","Rajajinagar","Fast Food","Food Court"
"37761",3.5,250,"No","No",11,"Dine-out","Rajajinagar","Fast Food","Quick Bites"
"37762",2.9,300,"No","No",16,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37763",3.2,250,"Yes","No",4,"Dine-out","Rajajinagar","Asian","Quick Bites"
"37764",3.2,600,"Yes","No",4,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37765",3.9,450,"Yes","No",185,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37766",3.1,800,"No","No",49,"Dine-out","Rajajinagar","Indian","Food Court"
"37767",3.6,200,"No","No",101,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37768",2.8,350,"No","No",26,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37769",3.5,300,"No","No",13,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37770",2.7,550,"Yes","No",72,"Dine-out","Rajajinagar","Indian","Food Court"
"37771",3.4,300,"No","No",11,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37772",3.1,300,"No","No",12,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37773",3.3,300,"Yes","No",5,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37774",3.4,300,"Yes","No",7,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37775",3.1,250,"No","No",6,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37776",3.5,200,"No","No",7,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37777",3.6,150,"No","No",20,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37778",3.4,80,"No","No",7,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37779",3,150,"No","No",6,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37780",2.8,300,"No","No",28,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37781",3.5,150,"No","No",14,"Dine-out","Rajajinagar","Fast Food","Quick Bites"
"37782",2.6,500,"No","No",30,"Dine-out","Rajajinagar","Fast Food","Quick Bites"
"37783",3.2,300,"No","No",5,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37784",3.3,200,"No","No",9,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37785",3.3,800,"No","No",12,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37786",3.1,500,"No","No",8,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37787",2.7,150,"No","No",43,"Dine-out","Rajajinagar","Dessert","Beverage Shop"
"37788",3.3,400,"No","No",20,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37789",3.3,200,"Yes","No",4,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37790",3.9,300,"Yes","No",291,"Dine-out","Rajajinagar","Indian","Bakery"
"37791",2.7,400,"Yes","No",24,"Dine-out","Rajajinagar","Fast Food","Food Court"
"37792",2.7,300,"No","No",21,"Dine-out","Rajajinagar","Fast Food","Quick Bites"
"37793",2.7,700,"Yes","No",25,"Dine-out","Rajajinagar","Indian","Food Court"
"37794",3.4,800,"No","No",11,"Dine-out","Rajajinagar","Indian","Bar"
"37795",3,200,"No","No",10,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37796",2.8,500,"No","No",270,"Dine-out","Rajajinagar","Bar Food","Food Court"
"37797",3.9,1200,"No","Yes",96,"Drinks & nightlife","Rajajinagar","Indian","Casual Dining"
"37798",4.3,1650,"No","Yes",1103,"Drinks & nightlife","Rajajinagar","Indian","Bar"
"37799",3.2,1000,"No","No",97,"Drinks & nightlife","Rajajinagar","Indian","Casual Dining"
"37800",3.6,1200,"No","No",23,"Drinks & nightlife","Rajajinagar","Indian","Bar"
"37801",4.1,2600,"No","Yes",4781,"Drinks & nightlife","Rajajinagar","Asian","Casual Dining"
"37802",4.3,1800,"No","No",2324,"Drinks & nightlife","Rajajinagar","Indian","Microbrewery"
"37803",4.2,1400,"Yes","No",1734,"Drinks & nightlife","Rajajinagar","Indian","Pub"
"37804",4,1400,"No","No",777,"Drinks & nightlife","Rajajinagar","Indian","Lounge"
"37805",4.2,1200,"Yes","Yes",471,"Drinks & nightlife","Rajajinagar","Indian","Bar"
"37806",4.1,1500,"No","No",742,"Drinks & nightlife","Rajajinagar","Indian","Pub"
"37807",4.1,1500,"No","Yes",405,"Drinks & nightlife","Rajajinagar","Indian","Lounge"
"37808",4.1,1100,"Yes","Yes",664,"Drinks & nightlife","Rajajinagar","Asian","Bar"
"37809",3.7,1100,"No","Yes",96,"Drinks & nightlife","Rajajinagar","Indian","Bar"
"37810",3.7,800,"Yes","No",174,"Drinks & nightlife","Rajajinagar","Indian","Bar"
"37811",3.7,2000,"No","Yes",77,"Drinks & nightlife","Rajajinagar","European","Bar"
"37812",2.9,800,"No","No",35,"Drinks & nightlife","Rajajinagar","Indian","Bar"
"37813",3.4,900,"No","No",10,"Drinks & nightlife","Rajajinagar","Fast Food","Pub"
"37814",3.3,1000,"No","No",8,"Drinks & nightlife","Rajajinagar","Indian","Lounge"
"37815",3.6,1000,"No","No",27,"Drinks & nightlife","Rajajinagar","Indian","Bar"
"37816",3.4,800,"No","No",11,"Drinks & nightlife","Rajajinagar","Indian","Bar"
"37817",3.9,1200,"No","Yes",96,"Pubs and bars","Rajajinagar","Indian","Casual Dining"
"37818",4.3,1650,"No","Yes",1103,"Pubs and bars","Rajajinagar","Indian","Bar"
"37819",4.6,1100,"Yes","Yes",2423,"Pubs and bars","Rajajinagar","Indian","Bar"
"37820",4,1800,"No","Yes",617,"Pubs and bars","Rajajinagar","Indian","Bar"
"37821",4,800,"No","No",930,"Pubs and bars","Rajajinagar","Indian","Bar"
"37822",3.7,900,"No","No",103,"Pubs and bars","Rajajinagar","Indian","Bar"
"37823",3.4,1800,"No","No",10,"Pubs and bars","Rajajinagar","Indian","Bar"
"37824",3.4,800,"No","No",8,"Pubs and bars","Rajajinagar","Indian","Bar"
"37825",4,1200,"No","No",84,"Pubs and bars","Rajajinagar","BBQ","Bar"
"37826",3.1,800,"Yes","Yes",405,"Pubs and bars","Rajajinagar","Indian","Bar"
"37827",3.6,1200,"No","No",23,"Pubs and bars","Rajajinagar","Indian","Bar"
"37828",4.8,1400,"Yes","Yes",6470,"Pubs and bars","Rajajinagar","American","Bar"
"37829",4.2,1400,"Yes","No",1734,"Pubs and bars","Rajajinagar","Indian","Pub"
"37830",4.2,1400,"No","Yes",167,"Pubs and bars","Rajajinagar","European","Bar"
"37831",4.2,1200,"Yes","Yes",471,"Pubs and bars","Rajajinagar","Indian","Bar"
"37832",4.1,1500,"No","No",742,"Pubs and bars","Rajajinagar","Indian","Pub"
"37833",4.1,1100,"Yes","Yes",664,"Pubs and bars","Rajajinagar","Asian","Bar"
"37834",3.7,1100,"No","Yes",96,"Pubs and bars","Rajajinagar","Indian","Bar"
"37835",3.7,800,"Yes","No",174,"Pubs and bars","Rajajinagar","Indian","Bar"
"37836",3.7,2000,"No","Yes",77,"Pubs and bars","Rajajinagar","European","Bar"
"37837",2.9,800,"No","No",35,"Pubs and bars","Rajajinagar","Indian","Bar"
"37838",3.4,900,"No","No",10,"Pubs and bars","Rajajinagar","Fast Food","Pub"
"37839",3.6,1000,"No","No",27,"Pubs and bars","Rajajinagar","Indian","Bar"
"37840",3.4,800,"No","No",11,"Pubs and bars","Rajajinagar","Indian","Bar"
"37841",3.8,1200,"Yes","Yes",203,"Buffet","Residency Road","Indian","Casual Dining"
"37842",4.2,1500,"Yes","Yes",4752,"Buffet","Residency Road","Indian","Casual Dining"
"37843",4.1,500,"No","No",1015,"Buffet","Residency Road","Indian","Casual Dining"
"37844",4.3,3400,"No","Yes",620,"Buffet","Residency Road","Indian","Fine Dining"
"37845",3.9,2000,"No","Yes",312,"Buffet","Residency Road","Indian","Fine Dining"
"37846",4,1900,"No","Yes",103,"Buffet","Residency Road","Indian","Casual Dining"
"37847",4.5,1800,"No","Yes",2219,"Buffet","Residency Road","European","Casual Dining"
"37848",4.3,1500,"Yes","Yes",3152,"Buffet","Residency Road","Indian","Casual Dining"
"37849",4.4,2200,"No","Yes",2143,"Buffet","Residency Road","Indian","Fine Dining"
"37850",3.9,2100,"Yes","Yes",1943,"Buffet","Residency Road","Asian","Casual Dining"
"37851",4.6,3000,"No","No",988,"Buffet","Residency Road","Asian","Fine Dining"
"37852",4.5,1200,"Yes","Yes",1142,"Buffet","Residency Road","Indian","Bar"
"37853",4.5,1700,"Yes","Yes",1431,"Buffet","Residency Road","Asian","Bar"
"37854",4.3,1400,"Yes","Yes",772,"Buffet","Residency Road","Indian","Casual Dining"
"37855",4.3,2500,"No","Yes",689,"Buffet","Residency Road","Asian","Fine Dining"
"37856",4,750,"Yes","No",3286,"Buffet","Residency Road","Indian","Casual Dining"
"37857",4.3,3000,"No","No",698,"Buffet","Residency Road","Indian","Fine Dining"
"37858",3.9,1500,"No","Yes",54,"Buffet","Residency Road","Indian","Casual Dining"
"37859",4.2,1000,"No","Yes",341,"Buffet","Residency Road","Indian","Bar"
"37860",4.3,1500,"No","No",469,"Buffet","Residency Road","Indian","Casual Dining"
"37861",4,1500,"Yes","No",57,"Buffet","Residency Road","Asian","Casual Dining"
"37862",4,2000,"No","No",53,"Buffet","Residency Road","Indian","Fine Dining"
"37863",4.3,1200,"No","Yes",331,"Buffet","Residency Road","Indian","Casual Dining"
"37864",4,800,"No","Yes",930,"Buffet","Residency Road","Indian","Casual Dining"
"37865",4.2,1200,"Yes","Yes",570,"Buffet","Residency Road","Indian","Casual Dining"
"37866",4,1700,"Yes","No",167,"Buffet","Residency Road","Indian","Bar"
"37867",4.3,1600,"Yes","Yes",1055,"Buffet","Residency Road","Bar Food","Casual Dining"
"37868",3.8,1300,"Yes","No",159,"Buffet","Residency Road","Asian","Casual Dining"
"37869",3.8,1600,"Yes","Yes",200,"Buffet","Residency Road","European","Casual Dining"
"37870",4.1,3000,"No","Yes",274,"Buffet","Residency Road","Indian","Fine Dining"
"37871",4.1,1000,"Yes","No",119,"Buffet","Residency Road","Asian","Casual Dining"
"37872",3.1,1200,"No","No",122,"Buffet","Residency Road","Indian","Bar"
"37873",2.8,1000,"No","No",255,"Buffet","Residency Road","Indian","Casual Dining"
"37874",2.8,650,"No","No",132,"Buffet","Residency Road","Indian","Casual Dining"
"37875",3.9,1400,"No","No",90,"Buffet","Residency Road","Indian","Casual Dining"
"37876",3,800,"No","No",108,"Buffet","Residency Road","Indian","Casual Dining"
"37877",3.7,1000,"No","No",145,"Buffet","Residency Road","Indian","Cafe"
"37878",3.5,2200,"No","No",29,"Buffet","Residency Road","Fast Food","Bar"
"37879",2.9,1000,"No","No",31,"Buffet","Residency Road","Asian","Casual Dining"
"37880",3.9,1000,"No","Yes",105,"Buffet","Residency Road","Indian","Casual Dining"
"37881",3,1000,"No","No",31,"Buffet","Residency Road","Indian","Casual Dining"
"37882",3.8,800,"No","No",23,"Buffet","Residency Road","Indian","Casual Dining"
"37883",3.8,500,"No","No",67,"Buffet","Residency Road","Indian","Casual Dining"
"37884",3.8,1100,"No","Yes",53,"Buffet","Residency Road","Indian","Casual Dining"
"37885",3.3,600,"No","No",13,"Buffet","Residency Road","Indian","Casual Dining"
"37886",3.5,700,"No","No",10,"Buffet","Residency Road","Indian","Casual Dining"
"37887",3.8,1200,"No","No",52,"Buffet","Residency Road","Indian","Casual Dining"
"37888",2.3,650,"No","No",118,"Buffet","Residency Road","Indian","Casual Dining"
"37889",4.3,2800,"No","Yes",166,"Buffet","Residency Road","Indian","Fine Dining"
"37890",4.4,1600,"No","Yes",1086,"Buffet","Residency Road","Indian","Casual Dining"
"37891",4.1,1300,"No","Yes",329,"Buffet","Residency Road","Indian","Lounge"
"37892",4.2,1700,"Yes","Yes",476,"Buffet","Residency Road","Indian","Casual Dining"
"37893",4,1300,"Yes","Yes",189,"Buffet","Residency Road","Indian","Bar"
"37894",3.8,1800,"Yes","Yes",91,"Buffet","Residency Road","Indian","Casual Dining"
"37895",3.8,1600,"No","Yes",110,"Buffet","Residency Road","Indian","Casual Dining"
"37896",3.8,1000,"Yes","No",75,"Buffet","Residency Road","Indian","Casual Dining"
"37897",3.8,800,"No","Yes",21,"Buffet","Residency Road","Indian","Casual Dining"
"37898",3.1,1000,"No","No",46,"Buffet","Residency Road","Asian","Casual Dining"
"37899",3.9,1100,"No","Yes",158,"Buffet","Residency Road","Indian","Casual Dining"
"37900",4.3,750,"Yes","Yes",972,"Cafes","Residency Road","American","Cafe"
"37901",4.2,1200,"Yes","Yes",2747,"Cafes","Residency Road","Bar Food","Cafe"
"37902",4.2,800,"Yes","Yes",2859,"Cafes","Residency Road","Asian","Cafe"
"37903",4.3,400,"No","No",74,"Cafes","Residency Road","Asian","Cafe"
"37904",3.9,400,"Yes","No",88,"Cafes","Residency Road","American","Dessert Parlor"
"37905",3.6,600,"Yes","No",123,"Cafes","Residency Road","Fast Food","Cafe"
"37906",3,900,"No","No",6,"Cafes","Residency Road","Fast Food","Cafe"
"37907",3.3,400,"No","No",9,"Cafes","Residency Road","Dessert","Cafe"
"37908",4.6,1100,"No","No",2295,"Cafes","Residency Road","Bar Food","Cafe"
"37909",4.5,900,"No","No",3599,"Cafes","Residency Road","American","Cafe"
"37910",4.4,1700,"Yes","Yes",726,"Cafes","Residency Road","American","Cafe"
"37911",4.1,1000,"No","Yes",1750,"Cafes","Residency Road","American","Cafe"
"37912",4.4,600,"No","No",2652,"Cafes","Residency Road","Dessert","Cafe"
"37913",4.4,600,"Yes","No",1115,"Cafes","Residency Road","Dessert","Bakery"
"37914",4.1,2500,"No","Yes",568,"Cafes","Residency Road","Indian","Cafe"
"37915",4.2,650,"Yes","No",3581,"Cafes","Residency Road","American","Cafe"
"37916",4.3,1400,"No","No",526,"Cafes","Residency Road","Bar Food","Bakery"
"37917",4.2,800,"Yes","Yes",63,"Cafes","Residency Road","Dessert","Cafe"
"37918",4.1,700,"Yes","No",119,"Cafes","Residency Road","Bar Food","Cafe"
"37919",4.3,900,"No","No",797,"Cafes","Residency Road","Bar Food","Cafe"
"37920",4,450,"No","No",1469,"Cafes","Residency Road","Fast Food","Cafe"
"37921",4.1,700,"Yes","No",488,"Cafes","Residency Road","American","Cafe"
"37922",4.3,800,"Yes","No",1135,"Cafes","Residency Road","Fast Food","Cafe"
"37923",4,450,"No","No",30,"Cafes","Residency Road","Dessert","Cafe"
"37924",3.9,750,"No","Yes",305,"Cafes","Residency Road","Dessert","Cafe"
"37925",3.7,650,"Yes","No",97,"Cafes","Residency Road","Fast Food","Cafe"
"37926",3.9,700,"No","No",37,"Cafes","Residency Road","Dessert","Cafe"
"37927",4.2,500,"No","No",619,"Cafes","Residency Road","Bar Food","Cafe"
"37928",4.2,500,"Yes","No",121,"Cafes","Residency Road","Dessert","Bakery"
"37929",3.8,1000,"No","Yes",98,"Cafes","Residency Road","Dessert","Bakery"
"37930",4,1200,"No","No",105,"Cafes","Residency Road","Dessert","Cafe"
"37931",3.8,650,"Yes","No",74,"Cafes","Residency Road","American","Cafe"
"37932",4,800,"No","No",33,"Cafes","Residency Road","Dessert","Cafe"
"37933",3.7,500,"Yes","No",70,"Cafes","Residency Road","Indian","Cafe"
"37934",3.8,350,"No","No",23,"Cafes","Residency Road","Fast Food","Beverage Shop"
"37935",3.6,800,"No","No",8,"Cafes","Residency Road","Bar Food","Quick Bites"
"37936",3.9,800,"No","Yes",317,"Cafes","Residency Road","Dessert","Cafe"
"37937",3.7,300,"No","No",35,"Cafes","Residency Road","Dessert","Cafe"
"37938",3.7,1000,"No","No",145,"Cafes","Residency Road","Indian","Cafe"
"37939",2.9,700,"No","No",12,"Cafes","Residency Road","Fast Food","Cafe"
"37940",3.7,250,"No","No",16,"Cafes","Residency Road","Dessert","Cafe"
"37941",3.9,500,"No","No",74,"Cafes","Residency Road","Asian","Cafe"
"37942",2.8,700,"No","No",46,"Cafes","Residency Road","Dessert","Cafe"
"37943",3.7,550,"No","No",50,"Cafes","Residency Road","Fast Food","Cafe"
"37944",3.2,600,"No","No",7,"Cafes","Residency Road","Dessert","Cafe"
"37945",2.9,500,"No","No",8,"Cafes","Residency Road","Fast Food","Cafe"
"37946",3.6,200,"No","No",7,"Cafes","Residency Road","Fast Food","Cafe"
"37947",3.2,400,"No","No",10,"Cafes","Residency Road","Dessert","Cafe"
"37948",3.8,700,"Yes","No",263,"Cafes","Residency Road","Dessert","Cafe"
"37949",3.6,800,"No","No",104,"Cafes","Residency Road","Dessert","Cafe"
"37950",3.6,350,"No","No",47,"Cafes","Residency Road","Dessert","Cafe"
"37951",4.6,1300,"Yes","Yes",4841,"Cafes","Residency Road","Indian","Cafe"
"37952",4.3,750,"Yes","No",658,"Cafes","Residency Road","Dessert","Cafe"
"37953",4,1100,"No","No",38,"Cafes","Residency Road","Dessert","Cafe"
"37954",4.3,750,"No","No",167,"Cafes","Residency Road","Bar Food","Cafe"
"37955",4.2,1000,"Yes","Yes",864,"Cafes","Residency Road","Asian","Cafe"
"37956",4.2,750,"Yes","No",745,"Cafes","Residency Road","Bar Food","Cafe"
"37957",3.8,2200,"No","Yes",25,"Cafes","Residency Road","Indian","Cafe"
"37958",3.5,500,"Yes","No",20,"Cafes","Residency Road","Bar Food","Cafe"
"37959",4.2,1000,"No","No",116,"Cafes","Residency Road","Asian","Cafe"
"37960",3.8,600,"No","No",99,"Cafes","Residency Road","Dessert","Cafe"
"37961",3.6,50,"Yes","No",11,"Cafes","Residency Road","Dessert","Cafe"
"37962",3.2,400,"Yes","No",5,"Cafes","Residency Road","Dessert","Bakery"
"37963",3.3,400,"No","No",6,"Cafes","Residency Road","Dessert","Cafe"
"37964",3.1,200,"No","No",10,"Cafes","Residency Road","Dessert","Cafe"
"37965",3.6,800,"No","No",12,"Cafes","Residency Road","Dessert","Cafe"
"37966",4.4,500,"Yes","No",882,"Delivery","Residency Road","Indian","Delivery"
"37967",3.6,450,"Yes","No",385,"Delivery","Residency Road","Indian","Delivery"
"37968",4,300,"Yes","No",496,"Delivery","Residency Road","Indian","Quick Bites"
"37969",4.2,500,"Yes","No",288,"Delivery","Residency Road","Fast Food","Quick Bites"
"37970",4.3,500,"Yes","No",295,"Delivery","Residency Road","Indian","Delivery"
"37971",3.6,150,"Yes","No",60,"Delivery","Residency Road","Indian","Quick Bites"
"37972",3.6,150,"Yes","No",133,"Delivery","Residency Road","Fast Food","Beverage Shop"
"37973",3.2,300,"Yes","No",122,"Delivery","Residency Road","Indian","Quick Bites"
"37974",4,650,"Yes","No",115,"Delivery","Residency Road","Indian","Delivery"
"37975",3.4,200,"Yes","No",87,"Delivery","Residency Road","Indian","Delivery"
"37976",3.3,350,"Yes","No",89,"Delivery","Residency Road","Indian","Quick Bites"
"37977",3.4,350,"Yes","No",360,"Delivery","Residency Road","Indian","Quick Bites"
"37978",3.4,400,"Yes","No",70,"Delivery","Residency Road","Indian","Quick Bites"
"37979",4.2,500,"Yes","No",385,"Delivery","Residency Road","Fast Food","Cafe"
"37980",4.2,500,"Yes","No",69,"Delivery","Residency Road","Bar Food","Quick Bites"
"37981",3.6,500,"Yes","No",112,"Delivery","Residency Road","Indian","Quick Bites"
"37982",3.9,200,"Yes","No",376,"Delivery","Residency Road","Indian","Quick Bites"
